Location,NER Tag,Sentence ID,Sentence,Document ID,Document
London,CITY,3,"And when him does him little rounds,' Round the boutiques of London Town, Eagerly pursuing all the latest fads and trends, 'Cause him 's a dedicated follower of fashion.",3088,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Dedicated_Follower_Of_Fashion.txt"")"
Town,LOCATION,3,"And when him does him little rounds,' Round the boutiques of London Town, Eagerly pursuing all the latest fads and trends, 'Cause him 's a dedicated follower of fashion.",3088,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Dedicated_Follower_Of_Fashion.txt"")"
Regent Street,LOCATION,10,"They seek him here, They seek him there, In Regent Street and Leicester Square.",3088,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Dedicated_Follower_Of_Fashion.txt"")"
Leicester,CITY,10,"They seek him here, They seek him there, In Regent Street and Leicester Square.",3088,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Dedicated_Follower_Of_Fashion.txt"")"
Square,LOCATION,10,"They seek him here, They seek him there, In Regent Street and Leicester Square.",3088,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Dedicated_Follower_Of_Fashion.txt"")"
ireland,COUNTRY,4,"Bonsoir me green colleen from ireland Wilkommen deutch and dutch and dansk Gutten tag amour prego ola combien me 'm losing all me bitterness It 's time to find some happiness Around the earth, the sky, the sea Down all the days Bon soir, me little senorita, c'est magnifique Au revoir, me little fraulfin baby, it 's so tragique Achtung parlez vous englese, bon appetit Jawohl, mambo italiano, ca va, o.k. me 'm on me way Down all the days.",3091,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Down_All_The_Days.txt"")"
Wilkommen,LOCATION,4,"Bonsoir me green colleen from ireland Wilkommen deutch and dutch and dansk Gutten tag amour prego ola combien me 'm losing all me bitterness It 's time to find some happiness Around the earth, the sky, the sea Down all the days Bon soir, me little senorita, c'est magnifique Au revoir, me little fraulfin baby, it 's so tragique Achtung parlez vous englese, bon appetit Jawohl, mambo italiano, ca va, o.k. me 'm on me way Down all the days.",3091,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Down_All_The_Days.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
London,CITY,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
Bridge,LOCATION,3,"London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down If they 're sure they want to stay On this, London Bridge 's base for the certain Arabs of A Then London Bridge 's time that certain Arabs should say that London Bridge is falling down Falling down I said, falling down London Bridge is falling down Falling down I said, falling down London Bridge is falling down London Bridge is falling down London Bridge is falling down",3118,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kirsty_Maccoll_London_Bridge_Is_Falling_Down.txt"")"
New York City,CITY,1,"I 've known some women in every state New York City to the Golden Gate I 've lived with some, and buddy, I loved 'em all.",3177,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kris_Kristofferson_Smokey_Put_The_Sweat_On_Me.txt"")"
Golden Gate,CITY,1,"I 've known some women in every state New York City to the Golden Gate I 've lived with some, and buddy, I loved 'em all.",3177,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kris_Kristofferson_Smokey_Put_The_Sweat_On_Me.txt"")"
Louisiana,STATE_OR_PROVINCE,3,"Then like a hungry man, I went to Louisiana Where the lovin' and the livin' was good Without a care to hide and just as satisfied as I could be.",3177,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kris_Kristofferson_Smokey_Put_The_Sweat_On_Me.txt"")"
